date,country,category,rank,title
2025-05-05,world,TV,3,The Equalizer 2
2025-05-05,world,TV,4,Paul
2025-05-05,world,TV,5,Twilight
2025-05-05,world,TV,6,Sisters
2025-05-05,world,TV,7,Home
2025-05-05,world,TV,8,Despicable Me 4
2025-05-05,world,TV,9,The Twilight Saga: New Moon
2025-05-05,world,TV,10,A Dog's Way Home
2025-05-06,world,TV,1,Exterritorial
2025-05-06,world,TV,2,Twilight
2025-05-06,world,TV,3,Havoc
2025-05-06,world,TV,4,Home
2025-05-06,world,TV,5,The Equalizer 2
2025-05-06,world,TV,6,Paul
2025-05-06,world,TV,7,The Twilight Saga: New Moon
2025-05-06,world,TV,8,Sisters
2025-05-06,world,TV,9,Despicable Me 4
2025-05-06,world,TV,10,Britain and the Blitz
2025-05-07,world,TV,1,Exterritorial
2025-05-07,world,TV,2,Sniper: The Last Stand
2025-05-07,world,TV,3,Twilight
2025-05-07,world,TV,4,Home
2025-05-07,world,TV,5,Beetlejuice Beetlejuice
2025-05-07,world,TV,6,Untold: Shooting Guards
2025-05-07,world,TV,7,Havoc
2025-05-07,world,TV,8,The Twilight Saga: New Moon
2025-05-07,world,TV,9,Paul
2025-05-07,world,TV,10,The Equalizer 2
2025-05-08,world,TV,1,Exterritorial
2025-05-08,world,TV,2,Twilight
2025-05-08,world,TV,3,Beetlejuice Beetlejuice
2025-05-08,world,TV,4,Last Bullet
2025-05-08,world,TV,5,Home
2025-05-08,world,TV,6,Sniper: The Last Stand
2025-05-08,world,TV,7,The Twilight Saga: New Moon
2025-05-08,world,TV,8,Untold: Shooting Guards
2025-05-08,world,TV,9,The Twilight Saga: Eclipse
2025-05-08,world,TV,10,The Twilight Saga: Breaking Dawn - Part 2
2025-05-09,world,TV,1,Karol G: Tomorrow Was Beautiful
2025-05-09,world,TV,2,Heart Eyes
2025-05-09,world,TV,3,Twilight
2025-05-09,world,TV,4,Exterritorial
2025-05-09,world,TV,5,Home
2025-05-09,world,TV,6,Beetlejuice Beetlejuice
2025-05-09,world,TV,7,Last Bullet
2025-05-09,world,TV,8,The Twilight Saga: New Moon
2025-05-09,world,TV,9,Sniper: The Last Stand
2025-05-09,world,TV,10,The Twilight Saga: Breaking Dawn - Part 2
2025-05-10,world,TV,1,Nonnas
2025-05-10,world,TV,2,A Deadly American Marriage
2025-05-10,world,TV,3,Bad Influence
2025-05-10,world,TV,4,Heart Eyes
2025-05-10,world,TV,5,Home
2025-05-10,world,TV,6,Twilight
2025-05-10,world,TV,7,Karol G: Tomorrow Was Beautiful
2025-05-10,world,TV,8,Exterritorial
2025-05-10,world,TV,9,Beetlejuice Beetlejuice
2025-05-10,world,TV,10,Last Bullet
2025-05-11,world,TV,1,Nonnas
2025-05-11,world,TV,2,A Deadly American Marriage
2025-05-11,world,TV,3,Beetlejuice Beetlejuice
2025-05-11,world,TV,4,Bad Influence
2025-05-11,world,TV,5,Heart Eyes
2025-05-11,world,TV,6,Home
2025-05-11,world,TV,7,Exterritorial
2025-05-11,world,TV,8,Twilight
2025-05-11,world,TV,9,Last Bullet
2025-05-11,world,TV,10,Karol G: Tomorrow Was Beautiful
2025-05-12,world,TV,1,Nonnas
2025-05-12,world,TV,2,A Deadly American Marriage
2025-05-12,world,TV,3,Beetlejuice Beetlejuice
2025-05-12,world,TV,4,Bad Influence
2025-05-12,world,TV,5,Home
2025-05-12,world,TV,6,Exterritorial
2025-05-12,world,TV,7,Heart Eyes
2025-05-12,world,TV,8,Twilight
2025-05-12,world,TV,9,Last Bullet
2025-05-12,world,TV,10,The Mule
2025-05-13,world,TV,1,Nonnas
2025-05-13,world,TV,2,A Deadly American Marriage
2025-05-13,world,TV,3,Beetlejuice Beetlejuice
2025-05-13,world,TV,4,Bad Influence
2025-05-13,world,TV,5,Home
2025-05-13,world,TV,6,Twilight
2025-05-13,world,TV,7,The Mule
2025-05-13,world,TV,8,Exterritorial
2025-05-13,world,TV,9,The Twilight Saga: Breaking Dawn - Part 2
2025-05-13,world,TV,10,The Twilight Saga: New Moon
2025-05-14,world,TV,1,Nonnas
2025-05-14,world,TV,2,A Deadly American Marriage
2025-05-14,world,TV,3,Untold: The Liver King
2025-05-14,world,TV,4,Beetlejuice Beetlejuice
2025-05-14,world,TV,5,Bad Influence
2025-05-14,world,TV,6,Home
2025-05-14,world,TV,7,Twilight
2025-05-14,world,TV,8,The Twilight Saga: Breaking Dawn - Part 2
2025-05-14,world,TV,9,The Mule
2025-05-14,world,TV,10,The Twilight Saga: New Moon
2025-05-15,world,TV,1,Nonnas
2025-05-15,world,TV,2,A Deadly American Marriage
2025-05-15,world,TV,3,Untold: The Liver King
2025-05-15,world,TV,4,Home
2025-05-15,world,TV,5,Beetlejuice Beetlejuice
2025-05-15,world,TV,6,Smile
2025-05-15,world,TV,7,Bad Influence
2025-05-15,world,TV,8,Twilight
2025-05-15,world,TV,9,The Twilight Saga: Breaking Dawn - Part 2
2025-05-15,world,TV,10,Despicable Me 4
2025-05-16,world,TV,1,Nonnas
2025-05-16,world,TV,2,A Deadly American Marriage
2025-05-16,world,TV,3,Paddington in Peru
2025-05-16,world,TV,4,Untold: The Liver King
2025-05-16,world,TV,5,Home
2025-05-16,world,TV,6,I Still Believe
2025-05-16,world,TV,7,Beetlejuice Beetlejuice
2025-05-16,world,TV,8,Despicable Me 4
2025-05-16,world,TV,9,Smile
2025-05-16,world,TV,10,Twilight
2025-05-17,world,TV,1,Nonnas
2025-05-17,world,TV,2,Instant Family
2025-05-17,world,TV,3,A Deadly American Marriage
2025-05-17,world,TV,4,Paddington in Peru
2025-05-17,world,TV,5,Home
2025-05-17,world,TV,6,Untold: The Liver King
2025-05-17,world,TV,7,I Still Believe
2025-05-17,world,TV,8,Beetlejuice Beetlejuice
2025-05-17,world,TV,9,Despicable Me 4
2025-05-17,world,TV,10,Twilight
2025-05-18,world,TV,1,Nonnas
2025-05-18,world,TV,2,Instant Family
2025-05-18,world,TV,3,A Deadly American Marriage
2025-05-18,world,TV,4,Paddington in Peru
2025-05-18,world,TV,5,I Still Believe
2025-05-18,world,TV,6,Home
2025-05-18,world,TV,7,Beetlejuice Beetlejuice
2025-05-18,world,TV,8,Untold: The Liver King
2025-05-18,world,TV,9,Despicable Me 4
2025-05-18,world,TV,10,Twilight
2025-05-19,world,TV,1,Instant Family
2025-05-19,world,TV,2,Nonnas
2025-05-19,world,TV,3,A Deadly American Marriage
2025-05-19,world,TV,4,I Still Believe
2025-05-19,world,TV,5,Home
2025-05-19,world,TV,6,Paddington in Peru
2025-05-19,world,TV,7,Beetlejuice Beetlejuice
2025-05-19,world,TV,8,Despicable Me 4
2025-05-19,world,TV,9,Untold: The Liver King
2025-05-19,world,TV,10,Twilight
2025-05-20,world,TV,1,Instant Family
2025-05-20,world,TV,2,Nonnas
2025-05-20,world,TV,3,A Deadly American Marriage
2025-05-20,world,TV,4,I Still Believe
2025-05-20,world,TV,5,Home
2025-05-20,world,TV,6,Despicable Me 4
2025-05-20,world,TV,7,Beetlejuice Beetlejuice
2025-05-20,world,TV,8,Untold: The Liver King
2025-05-20,world,TV,9,Paddington in Peru
2025-05-20,world,TV,10,Twilight
2025-05-21,world,TV,1,Untold: The Fall of Favre
2025-05-21,world,TV,2,Instant Family
2025-05-21,world,TV,3,Nonnas
2025-05-21,world,TV,4,A Deadly American Marriage
2025-05-21,world,TV,5,Home
2025-05-21,world,TV,6,I Still Believe
2025-05-21,world,TV,7,Despicable Me 4
2025-05-21,world,TV,8,Trolls
2025-05-21,world,TV,9,Beetlejuice Beetlejuice
2025-05-21,world,TV,10,Twilight
2025-05-22,world,TV,1,Untold: The Fall of Favre
2025-05-22,world,TV,2,Instant Family
2025-05-22,world,TV,3,Nonnas
2025-05-22,world,TV,4,A Deadly American Marriage
2025-05-22,world,TV,5,Home
2025-05-22,world,TV,6,Despicable Me 4
2025-05-22,world,TV,7,I Still Believe
2025-05-22,world,TV,8,Trolls
2025-05-22,world,TV,9,Twilight
2025-05-22,world,TV,10,Beetlejuice Beetlejuice
2025-05-23,world,TV,1,Untold: The Fall of Favre
2025-05-23,world,TV,2,Instant Family
2025-05-23,world,TV,3,Nonnas
2025-05-23,world,TV,4,Home
2025-05-23,world,TV,5,Despicable Me 4
2025-05-23,world,TV,6,A Deadly American Marriage
2025-05-23,world,TV,7,I Still Believe
2025-05-23,world,TV,8,Trolls
2025-05-23,world,TV,9,Twilight
2025-05-23,world,TV,10,The Croods
2025-05-24,world,TV,1,Fear Street: Prom Queen
2025-05-24,world,TV,2,Untold: The Fall of Favre
2025-05-24,world,TV,3,Instant Family
2025-05-24,world,TV,4,Air Force Elite: Thunderbirds
2025-05-24,world,TV,5,Nonnas
2025-05-24,world,TV,6,Home
2025-05-24,world,TV,7,Despicable Me 4
2025-05-24,world,TV,8,A Deadly American Marriage
2025-05-24,world,TV,9,Trolls
2025-05-24,world,TV,10,The Croods
2025-05-25,world,TV,1,The Wild Robot
2025-05-25,world,TV,2,Fear Street: Prom Queen
2025-05-25,world,TV,3,Instant Family
2025-05-25,world,TV,4,Untold: The Fall of Favre
2025-05-25,world,TV,5,Air Force Elite: Thunderbirds
2025-05-25,world,TV,6,Nonnas
2025-05-25,world,TV,7,Despicable Me 4
2025-05-25,world,TV,8,Home
2025-05-25,world,TV,9,A Deadly American Marriage
2025-05-25,world,TV,10,Havoc
2025-05-26,world,TV,1,The Wild Robot
2025-05-26,world,TV,2,Fear Street: Prom Queen
2025-05-26,world,TV,3,Instant Family
2025-05-26,world,TV,4,Untold: The Fall of Favre
2025-05-26,world,TV,5,Nonnas
2025-05-26,world,TV,6,Air Force Elite: Thunderbirds
2025-05-26,world,TV,7,Despicable Me 4
2025-05-26,world,TV,8,Havoc
2025-05-26,world,TV,9,Home
2025-05-26,world,TV,10,A Deadly American Marriage
2025-05-27,world,TV,1,The Wild Robot
2025-05-27,world,TV,2,Fear Street: Prom Queen
2025-05-27,world,TV,3,Instant Family
2025-05-27,world,TV,4,Pig
2025-05-27,world,TV,5,Nonnas
2025-05-27,world,TV,6,Untold: The Fall of Favre
2025-05-27,world,TV,7,Air Force Elite: Thunderbirds
2025-05-27,world,TV,8,Despicable Me 4
2025-05-27,world,TV,9,Home
2025-05-27,world,TV,10,Havoc
2025-05-28,world,TV,1,The Wild Robot
2025-05-28,world,TV,2,Fear Street: Prom Queen
2025-05-28,world,TV,3,Instant Family
2025-05-28,world,TV,4,Pig
2025-05-28,world,TV,5,Despicable Me 4
2025-05-28,world,TV,6,Untold: The Fall of Favre
2025-05-28,world,TV,7,Nonnas
2025-05-28,world,TV,8,Home
2025-05-28,world,TV,9,Air Force Elite: Thunderbirds
2025-05-28,world,TV,10,Havoc
2025-05-29,world,TV,1,The Wild Robot
2025-05-29,world,TV,2,Instant Family
2025-05-29,world,TV,3,Fear Street: Prom Queen
2025-05-29,world,TV,4,Pig
2025-05-29,world,TV,5,Despicable Me 4
2025-05-29,world,TV,6,Nonnas
2025-05-29,world,TV,7,Home
2025-05-29,world,TV,8,Untold: The Fall of Favre
2025-05-29,world,TV,9,Havoc
2025-05-29,world,TV,10,Trolls
2025-05-30,world,TV,1,The Wild Robot
2025-05-30,world,TV,2,Instant Family
2025-05-30,world,TV,3,Despicable Me 4
2025-05-30,world,TV,4,Pig
2025-05-30,world,TV,5,Fear Street: Prom Queen
2025-05-30,world,TV,6,Nonnas
2025-05-30,world,TV,7,Home
2025-05-30,world,TV,8,Trolls
2025-05-30,world,TV,9,Untold: The Fall of Favre
2025-05-30,world,TV,10,The Boss Baby
2025-05-31,world,TV,1,The Wild Robot
2025-05-31,world,TV,2,A Widow's Game
2025-05-31,world,TV,3,Instant Family
2025-05-31,world,TV,4,Nonnas
2025-05-31,world,TV,5,Despicable Me 4
2025-05-31,world,TV,6,Pig
2025-05-31,world,TV,7,Fear Street: Prom Queen
2025-05-31,world,TV,8,Home
2025-05-31,world,TV,9,The Heart Knows
2025-05-31,world,TV,10,Trolls
2025-06-01,world,TV,1,A Widow's Game
2025-06-01,world,TV,2,The Wild Robot
2025-06-01,world,TV,3,The Heart Knows
2025-06-01,world,TV,4,Nonnas
2025-06-01,world,TV,5,Instant Family
2025-06-01,world,TV,6,Pig
2025-06-01,world,TV,7,Despicable Me 4
2025-06-01,world,TV,8,Home
2025-06-01,world,TV,9,Fear Street: Prom Queen
2025-06-01,world,TV,10,Trolls
2025-06-02,world,TV,1,A Widow's Game
2025-06-02,world,TV,2,The Wild Robot
2025-06-02,world,TV,3,The Heart Knows
2025-06-02,world,TV,4,Barbarian
2025-06-02,world,TV,5,Nonnas
2025-06-02,world,TV,6,Instant Family
2025-06-02,world,TV,7,Despicable Me 4
2025-06-02,world,TV,8,Bee Movie
2025-06-02,world,TV,9,Pig
2025-06-02,world,TV,10,The Night Before
2025-06-03,world,TV,1,A Widow's Game
2025-06-03,world,TV,2,The Wild Robot
2025-06-03,world,TV,3,Barbarian
2025-06-03,world,TV,4,Bee Movie
2025-06-03,world,TV,5,The Heart Knows
2025-06-03,world,TV,6,Now You See Me
2025-06-03,world,TV,7,Despicable Me 4
2025-06-03,world,TV,8,Wrath of the Titans
2025-06-03,world,TV,9,Home
2025-06-03,world,TV,10,Instant Family
2025-06-04,world,TV,1,Now You See Me
2025-06-04,world,TV,2,A Widow's Game
2025-06-04,world,TV,3,Wrath of the Titans
2025-06-04,world,TV,4,Bee Movie
2025-06-04,world,TV,5,The Wild Robot
2025-06-04,world,TV,6,Barbarian
2025-06-04,world,TV,7,Now You See Me 2
2025-06-04,world,TV,8,Despicable Me 4
2025-06-04,world,TV,9,The Heart Knows
2025-06-04,world,TV,10,Home
2025-06-05,world,TV,1,Now You See Me
2025-06-05,world,TV,2,Wrath of the Titans
2025-06-05,world,TV,3,Bee Movie
2025-06-05,world,TV,4,Now You See Me 2
2025-06-05,world,TV,5,A Widow's Game
2025-06-05,world,TV,6,Barbarian
2025-06-05,world,TV,7,The Wild Robot
2025-06-05,world,TV,8,Despicable Me 4
2025-06-05,world,TV,9,The Heart Knows
2025-06-05,world,TV,10,Home
2025-06-06,world,TV,1,Now You See Me
2025-06-06,world,TV,2,Bee Movie
2025-06-06,world,TV,3,Wrath of the Titans
2025-06-06,world,TV,4,Now You See Me 2
2025-06-06,world,TV,5,The Wild Robot
2025-06-06,world,TV,6,Barbarian
2025-06-06,world,TV,7,A Widow's Game
2025-06-06,world,TV,8,Despicable Me 4
2025-06-06,world,TV,9,Home
2025-06-06,world,TV,10,The Town
2025-06-07,world,TV,1,Straw
2025-06-07,world,TV,2,Now You See Me
2025-06-07,world,TV,3,Bee Movie
2025-06-07,world,TV,4,Wrath of the Titans
2025-06-07,world,TV,5,K.O.
2025-06-07,world,TV,6,Now You See Me 2
2025-06-07,world,TV,7,The Wild Robot
2025-06-07,world,TV,8,The Town
2025-06-07,world,TV,9,Barbarian
2025-06-07,world,TV,10,Despicable Me 4
2025-06-08,world,TV,1,Straw
2025-06-08,world,TV,2,Now You See Me
2025-06-08,world,TV,3,K.O.
2025-06-08,world,TV,4,Bee Movie
2025-06-08,world,TV,5,Now You See Me 2
2025-06-08,world,TV,6,Wrath of the Titans
2025-06-08,world,TV,7,The Town
2025-06-08,world,TV,8,Barbarian
2025-06-08,world,TV,9,The Wild Robot
2025-06-08,world,TV,10,Despicable Me 4
2025-06-09,world,TV,1,Straw
2025-06-09,world,TV,2,K.O.
2025-06-09,world,TV,3,Now You See Me
2025-06-09,world,TV,4,Bee Movie
2025-06-09,world,TV,5,Now You See Me 2
2025-06-09,world,TV,6,Wrath of the Titans
2025-06-09,world,TV,7,The Town
2025-06-09,world,TV,8,Barbarian
2025-06-09,world,TV,9,The Wild Robot
2025-06-09,world,TV,10,Despicable Me 4
2025-06-10,world,TV,1,Straw
2025-06-10,world,TV,2,Get Hard
2025-06-10,world,TV,3,K.O.
2025-06-10,world,TV,4,Bee Movie
2025-06-10,world,TV,5,Now You See Me
2025-06-10,world,TV,6,Now You See Me 2
2025-06-10,world,TV,7,Despicable Me 4
2025-06-10,world,TV,8,The Town
2025-06-10,world,TV,9,The Wild Robot
2025-06-10,world,TV,10,Wrath of the Titans
2025-06-11,world,TV,1,Straw
2025-06-11,world,TV,2,Get Hard
2025-06-11,world,TV,3,Bee Movie
2025-06-11,world,TV,4,K.O.
2025-06-11,world,TV,5,Trainwreck: The Astroworld Tragedy
2025-06-11,world,TV,6,Now You See Me
2025-06-11,world,TV,7,Despicable Me 4
2025-06-11,world,TV,8,Now You See Me 2
2025-06-11,world,TV,9,The Town
2025-06-11,world,TV,10,The Wild Robot
2025-06-12,world,TV,1,Straw
2025-06-12,world,TV,2,Titan: The OceanGate Submersible Disaster
2025-06-12,world,TV,3,Get Hard
2025-06-12,world,TV,4,Bee Movie
2025-06-12,world,TV,5,K.O.
2025-06-12,world,TV,6,Trainwreck: The Astroworld Tragedy
2025-06-12,world,TV,7,Despicable Me 4
2025-06-12,world,TV,8,Now You See Me
2025-06-12,world,TV,9,Now You See Me 2
2025-06-12,world,TV,10,The Town
2025-06-13,world,TV,1,Straw
2025-06-13,world,TV,2,Titan: The OceanGate Submersible Disaster
2025-06-13,world,TV,3,Plane
2025-06-13,world,TV,4,Get Hard
2025-06-13,world,TV,5,Bee Movie
2025-06-13,world,TV,6,Trainwreck: The Astroworld Tragedy
2025-06-13,world,TV,7,K.O.
2025-06-13,world,TV,8,Despicable Me 4
2025-06-13,world,TV,9,Now You See Me
2025-06-13,world,TV,10,Now You See Me 2
2025-06-14,world,TV,1,Straw
2025-06-14,world,TV,2,Plane
2025-06-14,world,TV,3,Titan: The OceanGate Submersible Disaster
2025-06-14,world,TV,4,Trainwreck: The Astroworld Tragedy
2025-06-14,world,TV,5,Get Hard
2025-06-14,world,TV,6,Bee Movie
2025-06-14,world,TV,7,K.O.
2025-06-14,world,TV,8,Despicable Me 4
2025-06-14,world,TV,9,Now You See Me
2025-06-14,world,TV,10,Our Times
2025-06-15,world,TV,1,Plane
2025-06-15,world,TV,2,Straw
2025-06-15,world,TV,3,Titan: The OceanGate Submersible Disaster
2025-06-15,world,TV,4,Trainwreck: The Astroworld Tragedy
2025-06-15,world,TV,5,Get Hard
2025-06-15,world,TV,6,Bee Movie
2025-06-15,world,TV,7,K.O.
2025-06-15,world,TV,8,Our Times
2025-06-15,world,TV,9,Despicable Me 4
2025-06-15,world,TV,10,Now You See Me
2025-06-16,world,TV,1,Plane
2025-06-16,world,TV,2,Straw
2025-06-16,world,TV,3,Titan: The OceanGate Submersible Disaster
2025-06-16,world,TV,4,Trainwreck: The Astroworld Tragedy
2025-06-16,world,TV,5,Get Hard
2025-06-16,world,TV,6,Bee Movie
2025-06-16,world,TV,7,Our Times
2025-06-16,world,TV,8,K.O.
2025-06-16,world,TV,9,Despicable Me 4
2025-06-16,world,TV,10,Copycat
2025-06-17,world,TV,1,Plane
2025-06-17,world,TV,2,Straw
2025-06-17,world,TV,3,Titan: The OceanGate Submersible Disaster
2025-06-17,world,TV,4,Trainwreck: The Astroworld Tragedy
2025-06-17,world,TV,5,Get Hard
2025-06-17,world,TV,6,Bee Movie
2025-06-17,world,TV,7,Our Times
2025-06-17,world,TV,8,K.O.
2025-06-17,world,TV,9,Despicable Me 4
2025-06-17,world,TV,10,Copycat
2025-06-18,world,TV,1,Plane
2025-06-18,world,TV,2,Trainwreck: The Astroworld Tragedy
2025-06-18,world,TV,3,Straw
2025-06-18,world,TV,4,Trainwreck: Mayor of Mayhem
2025-06-18,world,TV,5,The Last Witch Hunter
2025-06-18,world,TV,6,Titan: The OceanGate Submersible Disaster
2025-06-18,world,TV,7,Bee Movie
2025-06-18,world,TV,8,Despicable Me 4
2025-06-18,world,TV,9,Copycat
2025-06-18,world,TV,10,Get Hard
2025-06-19,world,TV,1,Plane
2025-06-19,world,TV,2,Trainwreck: The Astroworld Tragedy
2025-06-19,world,TV,3,Trainwreck: Mayor of Mayhem
2025-06-19,world,TV,4,Straw
2025-06-19,world,TV,5,The Last Witch Hunter
2025-06-19,world,TV,6,Titan: The OceanGate Submersible Disaster
2025-06-19,world,TV,7,Bee Movie
2025-06-19,world,TV,8,Despicable Me 4
2025-06-19,world,TV,9,Copycat
2025-06-19,world,TV,10,Get Hard
2025-06-20,world,TV,1,Plane
2025-06-20,world,TV,2,Trainwreck: The Astroworld Tragedy
2025-06-20,world,TV,3,Straw
2025-06-20,world,TV,4,Trainwreck: Mayor of Mayhem
2025-06-20,world,TV,5,The Last Witch Hunter
2025-06-20,world,TV,6,Despicable Me 4
2025-06-20,world,TV,7,Titan: The OceanGate Submersible Disaster
2025-06-20,world,TV,8,Bee Movie
2025-06-20,world,TV,9,Copycat
2025-06-20,world,TV,10,Get Hard
2025-06-21,world,TV,1,KPop Demon Hunters
2025-06-21,world,TV,2,Plane
2025-06-21,world,TV,3,Trainwreck: The Astroworld Tragedy
2025-06-21,world,TV,4,Straw
2025-06-21,world,TV,5,Trainwreck: Mayor of Mayhem
2025-06-21,world,TV,6,The Last Witch Hunter
2025-06-21,world,TV,7,Despicable Me 4
2025-06-21,world,TV,8,Copycat
2025-06-21,world,TV,9,Bee Movie
2025-06-21,world,TV,10,Titan: The OceanGate Submersible Disaster
2025-06-22,world,TV,1,KPop Demon Hunters
2025-06-22,world,TV,2,Plane
2025-06-22,world,TV,3,Straw
2025-06-22,world,TV,4,Trainwreck: The Astroworld Tragedy
2025-06-22,world,TV,5,The Last Witch Hunter
2025-06-22,world,TV,6,Trainwreck: Mayor of Mayhem
2025-06-22,world,TV,7,Copycat
2025-06-22,world,TV,8,Despicable Me 4
2025-06-22,world,TV,9,Bee Movie
2025-06-22,world,TV,10,Titan: The OceanGate Submersible Disaster
2025-06-23,world,TV,1,The Intern
2025-06-23,world,TV,2,KPop Demon Hunters
2025-06-23,world,TV,3,Plane
2025-06-23,world,TV,4,Straw
2025-06-23,world,TV,5,Trainwreck: The Astroworld Tragedy
2025-06-23,world,TV,6,The Last Witch Hunter
2025-06-23,world,TV,7,Trainwreck: Mayor of Mayhem
2025-06-23,world,TV,8,Despicable Me 4
2025-06-23,world,TV,9,Copycat
2025-06-23,world,TV,10,Bee Movie
2025-06-24,world,TV,1,KPop Demon Hunters
2025-06-24,world,TV,2,The Intern
2025-06-24,world,TV,3,Plane
2025-06-24,world,TV,4,Straw
2025-06-24,world,TV,5,Trainwreck: The Astroworld Tragedy
2025-06-24,world,TV,6,Despicable Me 4
2025-06-24,world,TV,7,Trainwreck: Mayor of Mayhem
2025-06-24,world,TV,8,The Last Witch Hunter
2025-06-24,world,TV,9,Bee Movie
2025-06-24,world,TV,10,Copycat
2025-06-25,world,TV,1,Trainwreck: Poop Cruise
2025-06-25,world,TV,2,KPop Demon Hunters
2025-06-25,world,TV,3,The Intern
2025-06-25,world,TV,4,Plane
2025-06-25,world,TV,5,Despicable Me 4
2025-06-25,world,TV,6,Trainwreck: The Astroworld Tragedy
2025-06-25,world,TV,7,Straw
2025-06-25,world,TV,8,Trainwreck: Mayor of Mayhem
2025-06-25,world,TV,9,Bee Movie
2025-06-25,world,TV,10,Home
2025-06-26,world,TV,1,Trainwreck: Poop Cruise
2025-06-26,world,TV,2,KPop Demon Hunters
2025-06-26,world,TV,3,The Intern
2025-06-26,world,TV,4,Plane
2025-06-26,world,TV,5,Despicable Me 4
2025-06-26,world,TV,6,Trainwreck: The Astroworld Tragedy
2025-06-26,world,TV,7,Straw
2025-06-26,world,TV,8,Trainwreck: Mayor of Mayhem
2025-06-26,world,TV,9,Bee Movie
2025-06-26,world,TV,10,Home
2025-06-28,world,TV,1,Trainwreck: Poop Cruise
2025-06-28,world,TV,2,KPop Demon Hunters
2025-06-28,world,TV,3,Miracles from Heaven
2025-06-28,world,TV,4,The Intern
2025-06-28,world,TV,5,Plane
2025-06-28,world,TV,6,Despicable Me 4
2025-06-28,world,TV,7,Straw
2025-06-28,world,TV,8,Bee Movie
2025-06-28,world,TV,9,Trainwreck: Mayor of Mayhem
2025-06-28,world,TV,10,Sing
2025-06-29,world,TV,1,Trainwreck: Poop Cruise
2025-06-29,world,TV,2,KPop Demon Hunters
2025-06-29,world,TV,3,Miracles from Heaven
2025-06-29,world,TV,4,The Intern
2025-06-29,world,TV,5,Plane
2025-06-29,world,TV,6,Paws of Fury: The Legend of Hank
2025-06-29,world,TV,7,Despicable Me 4
2025-06-29,world,TV,8,Straw
2025-06-29,world,TV,9,Trainwreck: Mayor of Mayhem
2025-06-29,world,TV,10,Bee Movie
2025-06-30,world,TV,1,Trainwreck: Poop Cruise
2025-06-30,world,TV,2,KPop Demon Hunters
2025-06-30,world,TV,3,The Intern
2025-06-30,world,TV,4,Miracles from Heaven
2025-06-30,world,TV,5,Plane
2025-06-30,world,TV,6,Paws of Fury: The Legend of Hank
2025-06-30,world,TV,7,Despicable Me 4
2025-06-30,world,TV,8,Straw
2025-06-30,world,TV,9,Trainwreck: Mayor of Mayhem
2025-06-30,world,TV,10,Bee Movie
2025-07-01,world,TV,1,KPop Demon Hunters
2025-07-01,world,TV,2,Trainwreck: Poop Cruise
2025-07-01,world,TV,3,Shark Whisperer
2025-07-01,world,TV,4,Miracles from Heaven
2025-07-01,world,TV,5,The Intern
2025-07-01,world,TV,6,Despicable Me 4
2025-07-01,world,TV,7,Paws of Fury: The Legend of Hank
2025-07-01,world,TV,8,Plane
2025-07-01,world,TV,9,Bee Movie
2025-07-01,world,TV,10,The Boss Baby
2025-07-02,world,TV,1,Grown Ups 2
2025-07-02,world,TV,2,KPop Demon Hunters
2025-07-02,world,TV,3,Trainwreck: The Cult of American Apparel
2025-07-02,world,TV,4,Trainwreck: Poop Cruise
2025-07-02,world,TV,5,Hitman's Wife's Bodyguard
2025-07-02,world,TV,6,Shark Whisperer
2025-07-02,world,TV,7,Mission: Impossible - Rogue Nation
2025-07-02,world,TV,8,Red Eye
2025-07-02,world,TV,9,The Hitman's Bodyguard
2025-07-02,world,TV,10,The Intern
2025-07-03,world,TV,1,The Old Guard 2
2025-07-03,world,TV,2,KPop Demon Hunters
2025-07-03,world,TV,3,Grown Ups 2
2025-07-03,world,TV,4,Trainwreck: The Cult of American Apparel
2025-07-03,world,TV,5,Trainwreck: Poop Cruise
2025-07-03,world,TV,6,The Hitman's Bodyguard
2025-07-03,world,TV,7,The Old Guard
2025-07-03,world,TV,8,Shark Whisperer
2025-07-03,world,TV,9,Hitman's Wife's Bodyguard
2025-07-03,world,TV,10,Grown Ups
2025-07-04,world,TV,1,The Old Guard 2
2025-07-04,world,TV,2,KPop Demon Hunters
2025-07-04,world,TV,3,Grown Ups 2
2025-07-04,world,TV,4,Trainwreck: The Cult of American Apparel
2025-07-04,world,TV,5,Trainwreck: Poop Cruise
2025-07-04,world,TV,6,Grown Ups
2025-07-04,world,TV,7,The Hitman's Bodyguard
2025-07-04,world,TV,8,The Old Guard
2025-07-04,world,TV,9,Shark Whisperer
2025-07-04,world,TV,10,Hitman's Wife's Bodyguard
2025-07-05,world,TV,1,The Old Guard 2
2025-07-05,world,TV,2,KPop Demon Hunters
2025-07-05,world,TV,3,Grown Ups 2
2025-07-05,world,TV,4,Trainwreck: The Cult of American Apparel
2025-07-05,world,TV,5,The Hitman's Bodyguard
2025-07-05,world,TV,6,Grown Ups
2025-07-05,world,TV,7,Trainwreck: Poop Cruise
2025-07-05,world,TV,8,The Old Guard
2025-07-05,world,TV,9,Hitman's Wife's Bodyguard
2025-07-05,world,TV,10,Red Eye
2025-07-06,world,TV,1,The Old Guard 2
2025-07-06,world,TV,2,KPop Demon Hunters
2025-07-06,world,TV,3,Grown Ups 2
2025-07-06,world,TV,4,The Hitman's Bodyguard
2025-07-06,world,TV,5,Trainwreck: The Cult of American Apparel
2025-07-06,world,TV,6,Grown Ups
